Date,Camera,White,WhiteFactor,White3,Snow,color,age,sex,den ,area,Whiteness
7/16/16,t14white2,25,3,50,0,white,,,T-14,vindelfjallen,25
7/19/16,t14white2,25,3,50,0,white,,,T-14,vindelfjallen,25
7/20/16,t14white2,25,3,50,0,white,,,T-14,vindelfjallen,25
6/23/16,t14white1,25,3,50,0,white,,,T-14,vindelfjallen,25
6/26/16,t14white1,25,3,50,0,white,,,T-14,vindelfjallen,25
6/27/16,t14white1,25,3,50,0,white,,,T-14,vindelfjallen,25
9/15/16,t14white1,25,3,50,0,white,adult,,T-14,vindelfjallen,25
6/12/16,snus2,25,3,50,15,white,adult,male,snuse,helags,25
6/15/16,snus2,25,3,50,15,white,adult,male,snuse,helags,25
6/16/16,snus2,25,3,50,10,white,adult,male,snuse,helags,25
6/27/16,snus1,25,3,50,0,blue,adult,female,snuse,helags,0
6/30/16,snus1,25,3,50,0,blue,adult,female,snuse,helags,0
7/4/16,snus1,25,3,50,0,blue,adult,female,snuse,helags,0
7/2/16,r5blue1,25,3,50,0,blue,,,R-5,vindelfjallen,0
7/4/16,r3white2,25,3,50,0,white,,,R-3,vindelfjallen,25
9/10/16,r3white2,25,3,50,0,white,adult,,R-3,vindelfjallen,25
9/15/16,r3white2,25,3,50,0,white,adult,,R-3,vindelfjallen,25
6/25/16,r3white1,25,3,50,0,white,,,R-3,vindelfjallen,25
9/5/16,r3white1,25,3,50,0,white,adult,,R-3,vindelfjallen,25
9/8/16,r3white1,25,3,50,0,white,adult,,R-3,vindelfjallen,25
9/10/16,r3white1,25,3,50,0,white,adult,,R-3,vindelfjallen,25
9/12/16,r3white1,25,3,50,0,white,adult,,R-3,vindelfjallen,25
9/18/16,r3white1,25,3,50,0,white,adult,,R-3,vindelfjallen,25
6/28/16,r11white2,25,3,50,0,white,adult,female,R-11,vindelfjallen,25
6/29/16,r11white2,25,3,50,0,white,adult,female,R-11,vindelfjallen,25
6/30/16,r11white2,25,3,50,0,white,adult,female,R-11,vindelfjallen,25
7/1/16,r11white2,25,3,50,0,white,adult,female,R-11,vindelfjallen,25
7/4/16,r11white2,25,3,50,0,white,adult,female,R-11,vindelfjallen,25
7/5/16,r11white2,25,3,50,0,white,adult,female,R-11,vindelfjallen,25
7/6/16,r11white2,25,3,50,0,white,adult,female,R-11,vindelfjallen,25
7/7/16,r11white2,25,3,50,0,white,adult,female,R-11,vindelfjallen,25
7/8/16,r11white2,25,3,50,0,white,adult,female,R-11,vindelfjallen,25
9/15/16,r11white2,25,3,50,0,white,adult,female,R-11,vindelfjallen,25
7/3/16,r11blue1,25,3,50,0,blue,,,R-11,vindelfjallen,0
9/4/15,r-p/b-gr,25,3,50,0,white,cub,female,slottet,helags,25
9/11/15,r-p/b-gr,25,3,50,0,white,cub,female,slottet,helags,25
6/9/16,r-p/b-gr,25,3,50,95,white,cub,female,slottet,helags,25
6/11/16,r-p/b-gr,25,3,50,25,white,cub,female,slottet,helags,25
6/12/16,r-p/b-gr,25,3,50,0,white,cub,female,slottet,helags,25
6/13/16,r-p/b-gr,25,3,50,0,white,cub,female,slottet,helags,25
6/14/16,r-p/b-gr,25,3,50,0,white,cub,female,slottet,helags,25
6/14/16,r-p/b-gr,25,3,50,0,white,cub,female,slottet,helags,25
6/19/16,r-p/b-gr,25,3,50,0,white,cub,female,slottet,helags,25
9/29/15,r-gr/r-s,25,3,50,0,white,cub,male,v_ke,helags,25
10/3/15,r-gr/r-s,25,3,50,0,white,cub,male,v_ke,helags,25
6/4/16,p-y/r-y,25,3,50,40,white,adult,male,R-11,vindelfjallen,25
6/5/16,p-y/r-y,25,3,50,40,white,adult,male,R-11,vindelfjallen,25
9/29/15,p-y/p-y,25,3,50,0,white,cub,male,v_ke,helags,25
9/15/16,p-r/r-y,25,3,50,0,white,adult,female,R-11,vindelfjallen,25
6/16/16,p-r/b-b,25,3,50,40,blue,cub,female,A-6,vindelfjallen,0
6/17/16,p-r/b-b,25,3,50,40,blue,cub,female,A-6,vindelfjallen,0
6/18/16,p-r/b-b,25,3,50,20,blue,cub,female,A-6,vindelfjallen,0
9/19/16,p-gr/r-p,25,3,50,0,white,cub,female,hulke,helags,25
7/1/16,Nv3,25,3,50,0,blue,,,nv skaftet,helags,0
7/2/16,Nv3,25,3,50,0,blue,,,nv skaftet,helags,0
7/3/16,Nv3,25,3,50,0,blue,,,nv skaftet,helags,0
7/5/16,Nv3,25,3,50,0,blue,,,nv skaftet,helags,0
7/8/16,Nv3,25,3,50,0,blue,,,nv skaftet,helags,0
9/16/15,Nv1,25,3,50,0,white,adult,,nv skaftet,helags,25
9/19/15,Nv1,25,3,50,0,white,adult,,nv skaftet,helags,25
9/13/16,gr-r/y-p,25,3,50,0,white,adult,female,T-8,vindelfjallen,25
9/14/16,gr-r/y-p,25,3,50,0,white,adult,female,T-8,vindelfjallen,25
9/15/16,gr-r/y-b,25,3,50,0,white,adult,female,hulke,helags,25
7/17/16,Ek2,25,3,50,0,white,,,ekorrd_rren,helags,25
7/20/16,Ek2,25,3,50,0,white,,,ekorrd_rren,helags,25
9/16/16,Ek2,25,3,50,0,white,adult,,ekorrd_rren,helags,25
6/19/16,Ek1,25,3,50,0,white,,,ekorrd_rren,helags,25
6/20/16,Ek1,25,3,50,5,white,,,ekorrd_rren,helags,25
6/24/16,Ek1,25,3,50,0,white,,,ekorrd_rren,helags,25
6/27/16,Ek1,25,3,50,0,white,,,ekorrd_rren,helags,25
9/16/16,Ek1,25,3,50,0,white,adult,,ekorrd_rren,helags,25
9/18/16,Ek1,25,3,50,0,white,adult,,ekorrd_rren,helags,25
7/22/16,b-y/gr-o,25,3,50,0,white,cub,female,T-8,vindelfjallen,25
9/13/16,b-y/gr-o,25,3,50,0,white,adult,female,T-8,vindelfjallen,25
7/12/16,b-s/r-s,25,3,50,0,white,adult,male,R-5,vindelfjallen,25
7/15/16,b-s/r-s,25,3,50,0,white,adult,male,R-5,vindelfjallen,25
7/20/16,b-s/r-s,25,3,50,0,white,adult,male,R-5,vindelfjallen,25
7/21/16,b-s/r-s,25,3,50,0,white,adult,male,R-5,vindelfjallen,25
7/23/16,b-s/r-s,25,3,50,0,white,adult,male,R-5,vindelfjallen,25
7/24/16,b-s/r-s,25,3,50,0,white,adult,male,R-5,vindelfjallen,25
9/6/16,b-s/r-s,25,3,50,0,white,adult,male,R-5,vindelfjallen,25
9/7/16,b-s/r-s,25,3,50,0,white,adult,male,R-5,vindelfjallen,25
9/12/16,b-s/r-s,25,3,50,0,white,adult,male,R-5,vindelfjallen,25
9/13/16,b-s/r-s,25,3,50,0,white,adult,male,R-5,vindelfjallen,25
9/24/15,b-r/p-b,25,3,50,0,white,adult,male,A-16,vindelfjallen,25
9/26/15,b-r/p-b,25,3,50,0,white,adult,male,A-16,vindelfjallen,25
9/27/15,b-r/p-b,25,3,50,0,white,adult,male,A-16,vindelfjallen,25
9/8/16,b-p/r-gr,25,3,50,0,white,cub,female,hulke,helags,25
9/10/16,b-p/r-gr,25,3,50,0,white,cub,female,hulke,helags,25
9/12/16,b-p/r-gr,25,3,50,0,white,cub,female,hulke,helags,25
9/13/16,b-p/r-gr,25,3,50,0,white,cub,female,hulke,helags,25
9/16/16,b-p/r-gr,25,3,50,0,white,cub,female,hulke,helags,25
9/28/15,b-p/b-b,25,3,50,0,white,cub,male,v_ke,helags,25
9/29/15,b-p/b-b,25,3,50,0,white,cub,male,v_ke,helags,25
9/9/16,b-gr/p-gr,25,3,50,0,white,cub,male,hulke,helags,25
9/10/16,b-gr/p-gr,25,3,50,0,white,cub,male,hulke,helags,25
9/11/16,b-gr/p-gr,25,3,50,0,white,cub,male,hulke,helags,25
9/15/16,b-gr/p-gr,25,3,50,0,white,cub,male,hulke,helags,25
9/17/16,b-gr/p-gr,25,3,50,0,white,cub,male,hulke,helags,25
7/11/16,a6white2,25,3,50,0,white,,,A-6,vindelfjallen,25
7/12/16,a6white2,25,3,50,0,white,,,A-6,vindelfjallen,25
7/13/16,a6white2,25,3,50,0,white,,,A-6,vindelfjallen,25
7/14/16,a6white2,25,3,50,0,white,,,A-6,vindelfjallen,25
7/15/16,a6white2,25,3,50,0,white,,,A-6,vindelfjallen,25
9/8/16,a6white1,25,3,50,0,white,adult,,A-6,vindelfjallen,25
9/9/16,a6white1,25,3,50,0,white,adult,,A-6,vindelfjallen,25
9/10/16,a6white1,25,3,50,0,white,adult,,A-6,vindelfjallen,25
9/12/16,a6white1,25,3,50,0,white,adult,,A-6,vindelfjallen,25
9/13/16,a6white1,25,3,50,0,white,adult,,A-6,vindelfjallen,25
9/18/16,a6white1,25,3,50,0,white,adult,,A-6,vindelfjallen,25
9/20/15,a16white1,25,3,50,0,white,adult,,A-16,vindelfjallen,25
9/21/15,a16white1,25,3,50,0,white,adult,,A-16,vindelfjallen,25
9/23/15,a16white1,25,3,50,0,white,adult,,A-16,vindelfjallen,25
9/25/15,a16white1,25,3,50,0,white,adult,,A-16,vindelfjallen,25
9/28/15,a16white1,25,3,50,0,white,adult,,A-16,vindelfjallen,25
7/1/16,a16blue1,25,3,50,0,blue,,,A-16,vindelfjallen,0
6/18/16,/p-y,25,3,50,0,white,adult,,T-8,vindelfjallen,25
6/20/16,/p-y,25,3,50,0,white,adult,,T-8,vindelfjallen,25
6/21/16,/p-y,25,3,50,0,white,adult,,T-8,vindelfjallen,25
6/22/16,/p-y,25,3,50,0,white,adult,,T-8,vindelfjallen,25
6/23/16,/p-y,25,3,50,0,white,adult,,T-8,vindelfjallen,25
9/11/16,/p-y,25,3,50,0,white,adult,,T-8,vindelfjallen,25
9/12/16,/p-y,25,3,50,0,white,adult,,T-8,vindelfjallen,25
9/14/16,/p-y,25,3,50,0,white,adult,,T-8,vindelfjallen,25
5/31/16,y-s/y-b,50,4,50,0,white,,,slottet,helags,50
6/2/16,y-s/y-b,50,4,50,0,white,,,slottet,helags,50
6/10/16,y-r/p-r,50,4,50,60,blue,,,A-6,vindelfjallen,0
6/12/16,y-r/p-r,50,4,50,50,blue,,,A-6,vindelfjallen,0
9/29/15,y-r/gr-s,50,4,50,0,white,cub,male,v skaftet,helags,50
5/29/16,y-p/gr-p,50,4,50,95,blue,,,A-6,vindelfjallen,0
5/30/16,y-p/gr-p,50,4,50,90,blue,,,A-6,vindelfjallen,0
6/2/16,y-p/gr-p,50,4,50,90,blue,,,A-6,vindelfjallen,0
5/30/16,y-gr/y-b,50,4,50,0,white,adult,female,slottet,helags,50
9/28/16,y-gr/y-b,50,4,50,0,white,adult,female,slottet,helags,50
6/7/16,y-gr/p-w,50,4,50,0,blue,adult,female,A-16,vindelfjallen,0
6/16/16,y-gr/p-w,50,4,50,0,blue,adult,female,A-16,vindelfjallen,0
6/18/16,y-gr/p-w,50,4,50,0,blue,adult,female,A-16,vindelfjallen,0
6/11/16,Vs2,50,4,50,10,blue,,,v skaftet,helags,0
6/12/16,Vs2,50,4,50,10,blue,,,v skaftet,helags,0
6/13/16,Vs2,50,4,50,10,blue,,,v skaftet,helags,0
6/14/16,Vs2,50,4,50,10,blue,,,v skaftet,helags,0
6/20/16,Vs2,50,4,50,0,blue,,,v skaftet,helags,0
6/21/16,Vs2,50,4,50,0,blue,,,v skaftet,helags,0
6/8/16,Vs1,50,4,50,20,blue,,,v skaftet,helags,0
6/9/16,Vs1,50,4,50,15,blue,,,v skaftet,helags,0
6/11/16,Vs1,50,4,50,10,blue,,,v skaftet,helags,0
6/15/16,Vs1,50,4,50,5,blue,,,v skaftet,helags,0
6/17/16,Vs1,50,4,50,10,blue,,,v skaftet,helags,0
6/19/16,Vs1,50,4,50,0,blue,,,v skaftet,helags,0
5/23/16,vakwhite3,50,4,50,20,white,,,v_ke,helags,50
5/27/16,vakwhite3,50,4,50,15,white,,,v_ke,helags,50
6/5/16,vakwhite2,50,4,50,10,white,,,v_ke,helags,50
6/11/16,vakwhite2,50,4,50,5,white,,,v_ke,helags,50
6/17/16,vakwhite2,50,4,50,0,white,,,v_ke,helags,50
6/20/16,vakwhite2,50,4,50,0,white,,,v_ke,helags,50
5/30/16,vakwhite1,50,4,50,15,white,,,v_ke,helags,50
10/25/15,v-y/b-v,50,4,50,90,blue,cub,female,snuse,helags,0
5/18/16,t14white3,50,4,50,100,white,,,T-14,vindelfjallen,50
5/19/16,t14white3,50,4,50,100,white,,,T-14,vindelfjallen,50
5/20/16,t14white3,50,4,50,100,white,,,T-14,vindelfjallen,50
5/22/16,t14white3,50,4,50,90,white,,,T-14,vindelfjallen,50
5/23/16,t14white3,50,4,50,80,white,,,T-14,vindelfjallen,50
5/24/16,t14white3,50,4,50,80,white,,,T-14,vindelfjallen,50
5/26/16,t14white3,50,4,50,80,white,,,T-14,vindelfjallen,50
5/28/16,t14white3,50,4,50,80,white,,,T-14,vindelfjallen,50
6/16/16,t14white2,50,4,50,10,white,,,T-14,vindelfjallen,50
6/21/16,t14white2,50,4,50,0,white,,,T-14,vindelfjallen,50
6/23/16,t14white2,50,4,50,0,white,,,T-14,vindelfjallen,50
6/24/16,t14white2,50,4,50,0,white,,,T-14,vindelfjallen,50
6/25/16,t14white2,50,4,50,0,white,,,T-14,vindelfjallen,50
6/26/16,t14white2,50,4,50,0,white,,,T-14,vindelfjallen,50
6/28/16,t14white2,50,4,50,0,white,,,T-14,vindelfjallen,50
6/30/16,t14white2,50,4,50,0,white,,,T-14,vindelfjallen,50
5/31/16,t14white1,50,4,50,70,white,,,T-14,vindelfjallen,50
6/6/16,t14white1,50,4,50,50,white,,,T-14,vindelfjallen,50
6/11/16,t14white1,50,4,50,30,white,,,T-14,vindelfjallen,50
6/12/16,t14white1,50,4,50,20,white,,,T-14,vindelfjallen,50
6/14/16,t14white1,50,4,50,10,white,,,T-14,vindelfjallen,50
6/15/16,t14white1,50,4,50,10,white,,,T-14,vindelfjallen,50
6/21/16,t14white1,50,4,50,0,white,,,T-14,vindelfjallen,50
10/3/15,snus2,50,4,50,0,white,adult,male,snuse,helags,50
6/3/16,snus2,50,4,50,30,white,adult,male,snuse,helags,50
6/5/16,snus2,50,4,50,30,white,adult,male,snuse,helags,50
6/6/16,snus2,50,4,50,20,white,adult,male,snuse,helags,50
6/7/16,snus2,50,4,50,20,white,adult,male,snuse,helags,50
6/1/16,snus1,50,4,50,60,blue,adult,female,snuse,helags,0
6/5/16,snus1,50,4,50,40,blue,adult,female,snuse,helags,0
6/11/16,snus1,50,4,50,40,blue,adult,female,snuse,helags,0
6/13/16,snus1,50,4,50,30,blue,adult,female,snuse,helags,0
6/14/16,snus1,50,4,50,20,blue,adult,female,snuse,helags,0
6/16/16,snus1,50,4,50,20,blue,adult,female,snuse,helags,0
6/20/16,snus1,50,4,50,10,blue,adult,female,snuse,helags,0
6/22/16,snus1,50,4,50,5,blue,adult,female,snuse,helags,0
6/23/16,snus1,50,4,50,5,blue,adult,female,snuse,helags,0
6/24/16,snus1,50,4,50,0,blue,adult,female,snuse,helags,0
6/26/16,snus1,50,4,50,0,blue,adult,female,snuse,helags,0
6/15/16,r5blue1,50,4,50,0,blue,,,R-5,vindelfjallen,0
6/17/16,r5blue1,50,4,50,0,blue,,,R-5,vindelfjallen,0
6/18/16,r5blue1,50,4,50,0,blue,,,R-5,vindelfjallen,0
6/20/16,r5blue1,50,4,50,0,blue,,,R-5,vindelfjallen,0
6/23/16,r5blue1,50,4,50,0,blue,,,R-5,vindelfjallen,0
6/23/16,r5blue1,50,4,50,0,blue,,,R-5,vindelfjallen,0
6/26/16,r5blue1,50,4,50,0,blue,,,R-5,vindelfjallen,0
9/12/16,r5blue1,50,4,50,0,blue,adult,,R-5,vindelfjallen,0
6/1/16,r3white1,50,4,50,40,white,,,R-3,vindelfjallen,50
6/9/16,r3white1,50,4,50,10,white,,,R-3,vindelfjallen,50
6/10/16,r3white1,50,4,50,40,white,,,R-3,vindelfjallen,50
6/11/16,r3white1,50,4,50,5,white,,,R-3,vindelfjallen,50
6/13/16,r3white1,50,4,50,0,white,,,R-3,vindelfjallen,50
6/15/16,r3white1,50,4,50,0,white,,,R-3,vindelfjallen,50
6/17/16,r3white1,50,4,50,0,white,,,R-3,vindelfjallen,50
6/19/16,r3white1,50,4,50,0,white,,,R-3,vindelfjallen,50
6/6/16,r11white2,50,4,50,30,white,adult,female,R-11,vindelfjallen,50
6/9/16,r11white2,50,4,50,30,white,adult,female,R-11,vindelfjallen,50
6/11/16,r11white2,50,4,50,20,white,adult,female,R-11,vindelfjallen,50
6/12/16,r11white2,50,4,50,20,white,adult,female,R-11,vindelfjallen,50
6/13/16,r11white2,50,4,50,15,white,adult,female,R-11,vindelfjallen,50
6/15/16,r11white2,50,4,50,10,white,adult,female,R-11,vindelfjallen,50
6/16/16,r11white2,50,4,50,10,white,adult,female,R-11,vindelfjallen,50
6/17/16,r11white2,50,4,50,5,white,adult,female,R-11,vindelfjallen,50
6/18/16,r11white2,50,4,50,0,white,adult,female,R-11,vindelfjallen,50
6/20/16,r11white2,50,4,50,5,white,adult,female,R-11,vindelfjallen,50
6/21/16,r11white2,50,4,50,0,white,adult,female,R-11,vindelfjallen,50
6/23/16,r11white2,50,4,50,0,white,adult,female,R-11,vindelfjallen,50
6/24/16,r11white2,50,4,50,0,white,adult,female,R-11,vindelfjallen,50
6/25/16,r11white2,50,4,50,0,white,adult,female,R-11,vindelfjallen,50
6/26/16,r11white2,50,4,50,0,white,adult,female,R-11,vindelfjallen,50
6/27/16,r11white2,50,4,50,0,white,adult,female,R-11,vindelfjallen,50
6/27/16,r11white2,50,4,50,0,white,adult,female,R-11,vindelfjallen,50
9/20/16,r-y/p-s,50,4,50,0,white,adult,male,slottet,helags,50
6/2/16,r-p/b-gr,50,4,50,0,white,cub,female,slottet,helags,50
6/7/16,r-p/b-gr,50,4,50,0,white,cub,female,slottet,helags,50
10/5/15,p-y/y-w,50,4,50,0,blue,adult,female,A-16,vindelfjallen,0
10/6/15,p-y/y-w,50,4,50,5,blue,adult,female,A-16,vindelfjallen,0
10/7/15,p-y/y-w,50,4,50,50,blue,adult,female,A-16,vindelfjallen,0
10/8/15,p-y/y-w,50,4,50,50,blue,adult,female,A-16,vindelfjallen,0
10/9/15,p-y/y-w,50,4,50,80,blue,adult,female,A-16,vindelfjallen,0
